Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,PnL,Return,Exit_Reason
SUZLON.NS,2026-06-23,2026-08-02,59.34000015258789,47.52999877929688,211.0,-2491.9102897644043,-19.902260436337336,Trailing Stop
