Ticker,Price,Score,Margin,ROE
PREMIERENE.NS,1117.199951171875,0.09748800165296066,0.19296,0.42333
BHARTIHEXA.NS,1604.699951171875,0.05987070995188193,0.18529,0.26466998
MAHABANK.NS,84.25,0.04663786446351946,0.52362,0.22659999
PERSISTENT.NS,5053.89990234375,0.03327289789282441,0.12646,0.26349002
ABBOTINDIA.NS,27165.0,0.01922039415182899,0.22399001,0.34460998
